"filename","year","body","make","door","SaleYr1","SaleYr2"
"2007_Acura_MDX_nan_SUV_4Door_1.png",0,6,0,1,NA,NA
"2007_Acura_MDX_nan_SUV_4Door_2.png",0,6,0,1,NA,NA
"2007_Acura_MDX_nan_SUV_4Door_3.png",0,6,0,1,NA,NA
"2007_Acura_MDX_nan_SUV_4Door_4.png",0,6,0,1,NA,NA
"2007_Acura_RDX_nan_CUV_4Door_1.png",0,2,0,1,NA,NA
"2007_Acura_RDX_nan_CUV_4Door_2.png",0,2,0,1,NA,NA
"2007_Acura_RDX_nan_CUV_4Door_3.png",0,2,0,1,NA,NA
"2007_Acura_RDX_nan_CUV_4Door_4.png",0,2,0,1,NA,NA
"2007_Acura_RL_nan_sedan_4Door_1.png",0,5,0,1,NA,NA
"2007_Acura_RL_nan_sedan_4Door_2.png",0,5,0,1,NA,NA
"2007_Acura_RL_nan_sedan_4Door_3.png",0,5,0,1,NA,NA
"2007_Acura_RL_nan_sedan_4Door_4.png",0,5,0,1,NA,NA
"2007_Acura_TL_nan_sedan_4Door_1.png",0,5,0,1,NA,NA
"2007_Acura_TL_nan_sedan_4Door_2.png",0,5,0,1,NA,NA
"2007_Acura_TL_nan_sedan_4Door_3.png",0,5,0,1,NA,NA
"2007_Acura_TL_nan_sedan_4Door_4.png",0,5,0,1,NA,NA
"2007_Acura_TL_Type-S_sedan_4Door_1.png",0,5,0,1,NA,NA
"2007_Acura_TL_Type-S_sedan_4Door_2.png",0,5,0,1,NA,NA
"2007_Acura_TL_Type-S_sedan_4Door_3.png",0,5,0,1,NA,NA
"2007_Acura_TL_Type-S_sedan_4Door_4.png",0,5,0,1,NA,NA
"2007_Acura_TSX_nan_sedan_4Door_1.png",0,5,0,1,NA,NA
"2007_Acura_TSX_nan_sedan_4Door_2.png",0,5,0,1,NA,NA
"2007_Acura_TSX_nan_sedan_4Door_3.png",0,5,0,1,NA,NA
"2007_Acura_TSX_nan_sedan_4Door_4.png",0,5,0,1,NA,NA
"2007_AstonMartin_DB9_Volante_convertible_2Door_1.png",0,0,22,0,NA,NA
"2007_AstonMartin_DB9_Volante_convertible_2Door_2.png",0,0,22,0,NA,NA
"2007_AstonMartin_DB9_Volante_convertible_2Door_3.png",0,0,22,0,NA,NA
"2007_AstonMartin_DB9_Volante_convertible_2Door_4.png",0,0,22,0,NA,NA
"2007_AstonMartin_V8Vantage_nan_coupe_2Door_1.png",0,1,22,0,NA,NA
"2007_AstonMartin_V8Vantage_nan_coupe_2Door_2.png",0,1,22,0,NA,NA
"2007_AstonMartin_V8Vantage_nan_coupe_2Door_3.png",0,1,22,0,NA,NA
"2007_AstonMartin_V8Vantage_nan_coupe_2Door_4.png",0,1,22,0,NA,NA
"2007_Audi_A3_3.2quattro_hatchback_5Door_1.png",0,3,1,1,NA,NA
"2007_Audi_A3_3.2quattro_hatchback_5Door_2.png",0,3,1,1,NA,NA
"2007_Audi_A3_3.2quattro_hatchback_5Door_3.png",0,3,1,1,NA,NA
"2007_Audi_A3_3.2quattro_hatchback_5Door_4.png",0,3,1,1,NA,NA
"2007_Audi_A4_2.0Tquattro_sedan_4Door_1.png",0,5,1,1,NA,NA
"2007_Audi_A4_2.0Tquattro_sedan_4Door_2.png",0,5,1,1,NA,NA
"2007_Audi_A4_2.0Tquattro_sedan_4Door_3.png",0,5,1,1,NA,NA
"2007_Audi_A4_2.0Tquattro_sedan_4Door_4.png",0,5,1,1,NA,NA
"2007_Audi_A4Avant_3.2quattro_wagon_5Door_1.png",0,7,1,1,NA,NA
"2007_Audi_A4Avant_3.2quattro_wagon_5Door_2.png",0,7,1,1,NA,NA
"2007_Audi_A4Avant_3.2quattro_wagon_5Door_3.png",0,7,1,1,NA,NA
"2007_Audi_A4Avant_3.2quattro_wagon_5Door_4.png",0,7,1,1,NA,NA
"2007_Audi_A4Cabriolet_2.0T_convertible_2Door_1.png",0,0,1,0,NA,NA
"2007_Audi_A4Cabriolet_2.0T_convertible_2Door_2.png",0,0,1,0,NA,NA
"2007_Audi_A4Cabriolet_2.0T_convertible_2Door_3.png",0,0,1,0,NA,NA
"2007_Audi_A4Cabriolet_2.0T_convertible_2Door_4.png",0,0,1,0,NA,NA
"2007_Audi_A6_3.2_sedan_4Door_1.png",0,5,1,1,NA,NA
"2007_Audi_A6_3.2_sedan_4Door_2.png",0,5,1,1,NA,NA
"2007_Audi_A6_3.2_sedan_4Door_3.png",0,5,1,1,NA,NA
"2007_Audi_A6_3.2_sedan_4Door_4.png",0,5,1,1,NA,NA
"2007_Audi_A6Avant_3.2quattro_wagon_5Door_1.png",0,7,1,1,NA,NA
"2007_Audi_A6Avant_3.2quattro_wagon_5Door_2.png",0,7,1,1,NA,NA
"2007_Audi_A6Avant_3.2quattro_wagon_5Door_3.png",0,7,1,1,NA,NA
"2007_Audi_A6Avant_3.2quattro_wagon_5Door_4.png",0,7,1,1,NA,NA
"2007_Audi_A8_4.2quattro_sedan_4Door_1.png",0,5,1,1,NA,NA
"2007_Audi_A8_4.2quattro_sedan_4Door_2.png",0,5,1,1,NA,NA
"2007_Audi_A8_4.2quattro_sedan_4Door_3.png",0,5,1,1,NA,NA
"2007_Audi_A8_4.2quattro_sedan_4Door_4.png",0,5,1,1,NA,NA
"2007_Audi_Q7_3.6Premiumquattro_SUV_4Door_1.png",0,6,1,1,NA,NA
"2007_Audi_Q7_3.6Premiumquattro_SUV_4Door_2.png",0,6,1,1,NA,NA
"2007_Audi_Q7_3.6Premiumquattro_SUV_4Door_3.png",0,6,1,1,NA,NA
"2007_Audi_Q7_3.6Premiumquattro_SUV_4Door_4.png",0,6,1,1,NA,NA
"2007_Audi_Q7_4.2Quattro_SUV_4Door_1.png",0,6,1,1,NA,NA
"2007_Audi_Q7_4.2Quattro_SUV_4Door_2.png",0,6,1,1,NA,NA
"2007_Audi_Q7_4.2Quattro_SUV_4Door_3.png",0,6,1,1,NA,NA
"2007_Audi_Q7_4.2Quattro_SUV_4Door_4.png",0,6,1,1,NA,NA
"2007_Audi_RS4_nan_sedan_4Door_1.png",0,5,1,1,NA,NA
"2007_Audi_RS4_nan_sedan_4Door_2.png",0,5,1,1,NA,NA
"2007_Audi_RS4_nan_sedan_4Door_3.png",0,5,1,1,NA,NA
"2007_Audi_RS4_nan_sedan_4Door_4.png",0,5,1,1,NA,NA
"2007_Audi_S4_nan_sedan_4Door_1.png",0,5,1,1,NA,NA
"2007_Audi_S4_nan_sedan_4Door_2.png",0,5,1,1,NA,NA
"2007_Audi_S4_nan_sedan_4Door_3.png",0,5,1,1,NA,NA
"2007_Audi_S4_nan_sedan_4Door_4.png",0,5,1,1,NA,NA
"2007_Audi_S4Avant_nan_wagon_5Door_1.png",0,7,1,1,NA,NA
"2007_Audi_S4Avant_nan_wagon_5Door_2.png",0,7,1,1,NA,NA
"2007_Audi_S4Avant_nan_wagon_5Door_3.png",0,7,1,1,NA,NA
"2007_Audi_S4Avant_nan_wagon_5Door_4.png",0,7,1,1,NA,NA
"2007_Audi_S4Cabriolet_nan_convertible_2Door_1.png",0,0,1,0,NA,NA
"2007_Audi_S4Cabriolet_nan_convertible_2Door_2.png",0,0,1,0,NA,NA
"2007_Audi_S4Cabriolet_nan_convertible_2Door_3.png",0,0,1,0,NA,NA
"2007_Audi_S4Cabriolet_nan_convertible_2Door_4.png",0,0,1,0,NA,NA
"2007_Audi_S6_nan_sedan_4Door_1.png",0,5,1,1,NA,NA
"2007_Audi_S6_nan_sedan_4Door_2.png",0,5,1,1,NA,NA
"2007_Audi_S6_nan_sedan_4Door_3.png",0,5,1,1,NA,NA
"2007_Audi_S6_nan_sedan_4Door_4.png",0,5,1,1,NA,NA
"2007_Audi_S8_nan_sedan_4Door_1.png",0,5,1,1,NA,NA
"2007_Audi_S8_nan_sedan_4Door_2.png",0,5,1,1,NA,NA
"2007_Audi_S8_nan_sedan_4Door_3.png",0,5,1,1,NA,NA
"2007_Audi_S8_nan_sedan_4Door_4.png",0,5,1,1,NA,NA
"2007_Bentley_Azure_nan_convertible_2Door_1.png",0,0,22,0,NA,NA
"2007_Bentley_Azure_nan_convertible_2Door_2.png",0,0,22,0,NA,NA
"2007_Bentley_Azure_nan_convertible_2Door_3.png",0,0,22,0,NA,NA
"2007_Bentley_Azure_nan_convertible_2Door_4.png",0,0,22,0,NA,NA
"2007_Bentley_Continental_FlyingSpur_sedan_4Door_1.png",0,5,22,1,NA,NA
"2007_Bentley_Continental_FlyingSpur_sedan_4Door_2.png",0,5,22,1,NA,NA
"2007_Bentley_Continental_FlyingSpur_sedan_4Door_3.png",0,5,22,1,NA,NA
"2007_Bentley_Continental_FlyingSpur_sedan_4Door_4.png",0,5,22,1,NA,NA
"2007_Bentley_Continental_GT_coupe_2Door_1.png",0,1,22,0,NA,NA
"2007_Bentley_Continental_GT_coupe_2Door_2.png",0,1,22,0,NA,NA
"2007_Bentley_Continental_GT_coupe_2Door_3.png",0,1,22,0,NA,NA
"2007_Bentley_Continental_GT_coupe_2Door_4.png",0,1,22,0,NA,NA
"2007_Bentley_Continental_GTC_convertible_2Door_1.png",0,0,22,0,NA,NA
"2007_Bentley_Continental_GTC_convertible_2Door_2.png",0,0,22,0,NA,NA
"2007_Bentley_Continental_GTC_convertible_2Door_3.png",0,0,22,0,NA,NA
"2007_Bentley_Continental_GTC_convertible_2Door_4.png",0,0,22,0,NA,NA
"2007_BMW_3-Series_328i_convertible_2Door_1.png",0,0,2,0,NA,NA
"2007_BMW_3-Series_328i_convertible_2Door_2.png",0,0,2,0,NA,NA
"2007_BMW_3-Series_328i_convertible_2Door_3.png",0,0,2,0,NA,NA
"2007_BMW_3-Series_328i_convertible_2Door_4.png",0,0,2,0,NA,NA
"2007_BMW_3-Series_328i_coupe_2Door_1.png",0,1,2,0,NA,NA
"2007_BMW_3-Series_328i_coupe_2Door_2.png",0,1,2,0,NA,NA
"2007_BMW_3-Series_328i_coupe_2Door_3.png",0,1,2,0,NA,NA
"2007_BMW_3-Series_328i_coupe_2Door_4.png",0,1,2,0,NA,NA
"2007_BMW_3-Series_328i_sedan_4Door_1.png",0,5,2,1,NA,NA
"2007_BMW_3-Series_328i_sedan_4Door_2.png",0,5,2,1,NA,NA
"2007_BMW_3-Series_328i_sedan_4Door_3.png",0,5,2,1,NA,NA
"2007_BMW_3-Series_328i_sedan_4Door_4.png",0,5,2,1,NA,NA
"2007_BMW_3-Series_328xi_wagon_5Door_1.png",0,7,2,1,NA,NA
"2007_BMW_3-Series_328xi_wagon_5Door_2.png",0,7,2,1,NA,NA
"2007_BMW_3-Series_328xi_wagon_5Door_3.png",0,7,2,1,NA,NA
"2007_BMW_3-Series_328xi_wagon_5Door_4.png",0,7,2,1,NA,NA
"2007_BMW_3-Series_335i_coupe_2Door_1.png",0,1,2,0,NA,NA
"2007_BMW_3-Series_335i_coupe_2Door_2.png",0,1,2,0,NA,NA
"2007_BMW_3-Series_335i_coupe_2Door_3.png",0,1,2,0,NA,NA
"2007_BMW_3-Series_335i_coupe_2Door_4.png",0,1,2,0,NA,NA
"2007_BMW_3-Series_335i_sedan_4Door_1.png",0,5,2,1,NA,NA
"2007_BMW_3-Series_335i_sedan_4Door_2.png",0,5,2,1,NA,NA
"2007_BMW_3-Series_335i_sedan_4Door_3.png",0,5,2,1,NA,NA
"2007_BMW_3-Series_335i_sedan_4Door_4.png",0,5,2,1,NA,NA
"2007_BMW_5-Series_530i_sedan_4Door_1.png",0,5,2,1,NA,NA
"2007_BMW_5-Series_530i_sedan_4Door_2.png",0,5,2,1,NA,NA
"2007_BMW_5-Series_530i_sedan_4Door_3.png",0,5,2,1,NA,NA
"2007_BMW_5-Series_530i_sedan_4Door_4.png",0,5,2,1,NA,NA
"2007_BMW_5-Series_530xi_wagon_5Door_1.png",0,7,2,1,NA,NA
"2007_BMW_5-Series_530xi_wagon_5Door_2.png",0,7,2,1,NA,NA
"2007_BMW_5-Series_530xi_wagon_5Door_3.png",0,7,2,1,NA,NA
"2007_BMW_5-Series_530xi_wagon_5Door_4.png",0,7,2,1,NA,NA
"2007_BMW_5-Series_550i_sedan_4Door_1.png",0,5,2,1,NA,NA
"2007_BMW_5-Series_550i_sedan_4Door_2.png",0,5,2,1,NA,NA
"2007_BMW_5-Series_550i_sedan_4Door_3.png",0,5,2,1,NA,NA
"2007_BMW_5-Series_550i_sedan_4Door_4.png",0,5,2,1,NA,NA
"2007_BMW_5-Series_M5_sedan_4Door_1.png",0,5,2,1,NA,NA
"2007_BMW_5-Series_M5_sedan_4Door_2.png",0,5,2,1,NA,NA
"2007_BMW_5-Series_M5_sedan_4Door_3.png",0,5,2,1,NA,NA
"2007_BMW_5-Series_M5_sedan_4Door_4.png",0,5,2,1,NA,NA
"2007_BMW_6-Series_650i_convertible_2Door_1.png",0,0,2,0,NA,NA
"2007_BMW_6-Series_650i_convertible_2Door_2.png",0,0,2,0,NA,NA
"2007_BMW_6-Series_650i_convertible_2Door_3.png",0,0,2,0,NA,NA
"2007_BMW_6-Series_650i_convertible_2Door_4.png",0,0,2,0,NA,NA
"2007_BMW_6-Series_650i_coupe_2Door_1.png",0,1,2,0,NA,NA
"2007_BMW_6-Series_650i_coupe_2Door_2.png",0,1,2,0,NA,NA
"2007_BMW_6-Series_650i_coupe_2Door_3.png",0,1,2,0,NA,NA
"2007_BMW_6-Series_650i_coupe_2Door_4.png",0,1,2,0,NA,NA
"2007_BMW_6-Series_M6_convertible_2Door_1.png",0,0,2,0,NA,NA
"2007_BMW_6-Series_M6_convertible_2Door_2.png",0,0,2,0,NA,NA
"2007_BMW_6-Series_M6_convertible_2Door_3.png",0,0,2,0,NA,NA
"2007_BMW_6-Series_M6_convertible_2Door_4.png",0,0,2,0,NA,NA
"2007_BMW_6-Series_M6_coupe_2Door_1.png",0,1,2,0,NA,NA
"2007_BMW_6-Series_M6_coupe_2Door_2.png",0,1,2,0,NA,NA
"2007_BMW_6-Series_M6_coupe_2Door_3.png",0,1,2,0,NA,NA
"2007_BMW_6-Series_M6_coupe_2Door_4.png",0,1,2,0,NA,NA
"2007_BMW_7-Series_750i_sedan_4Door_1.png",0,5,2,1,NA,NA
"2007_BMW_7-Series_750i_sedan_4Door_2.png",0,5,2,1,NA,NA
"2007_BMW_7-Series_750i_sedan_4Door_3.png",0,5,2,1,NA,NA
"2007_BMW_7-Series_750i_sedan_4Door_4.png",0,5,2,1,NA,NA
"2007_BMW_MCoupe_nan_hatchback_3Door_1.png",0,3,2,0,NA,NA
"2007_BMW_MCoupe_nan_hatchback_3Door_2.png",0,3,2,0,NA,NA
"2007_BMW_MCoupe_nan_hatchback_3Door_3.png",0,3,2,0,NA,NA
"2007_BMW_MCoupe_nan_hatchback_3Door_4.png",0,3,2,0,NA,NA
"2007_BMW_MRoadster_nan_roadster_2Door_1.png",0,4,2,0,NA,NA
"2007_BMW_MRoadster_nan_roadster_2Door_2.png",0,4,2,0,NA,NA
"2007_BMW_MRoadster_nan_roadster_2Door_3.png",0,4,2,0,NA,NA
"2007_BMW_MRoadster_nan_roadster_2Door_4.png",0,4,2,0,NA,NA
"2007_BMW_X3_3.0si_CUV_4Door_1.png",0,2,2,1,NA,NA
"2007_BMW_X3_3.0si_CUV_4Door_2.png",0,2,2,1,NA,NA
"2007_BMW_X3_3.0si_CUV_4Door_3.png",0,2,2,1,NA,NA
"2007_BMW_X3_3.0si_CUV_4Door_4.png",0,2,2,1,NA,NA
"2007_BMW_X5_3.0si_SUV_4Door_1.png",0,6,2,1,NA,NA
"2007_BMW_X5_3.0si_SUV_4Door_2.png",0,6,2,1,NA,NA
"2007_BMW_X5_3.0si_SUV_4Door_3.png",0,6,2,1,NA,NA
"2007_BMW_X5_3.0si_SUV_4Door_4.png",0,6,2,1,NA,NA
"2007_BMW_Z4Coupe_3.0si_hatchback_3Door_1.png",0,3,2,0,NA,NA
"2007_BMW_Z4Coupe_3.0si_hatchback_3Door_2.png",0,3,2,0,NA,NA
"2007_BMW_Z4Coupe_3.0si_hatchback_3Door_3.png",0,3,2,0,NA,NA
"2007_BMW_Z4Coupe_3.0si_hatchback_3Door_4.png",0,3,2,0,NA,NA
"2007_BMW_Z4Roadster_3.0si_roadster_2Door_1.png",0,4,2,0,NA,NA
"2007_BMW_Z4Roadster_3.0si_roadster_2Door_2.png",0,4,2,0,NA,NA
"2007_BMW_Z4Roadster_3.0si_roadster_2Door_3.png",0,4,2,0,NA,NA
"2007_BMW_Z4Roadster_3.0si_roadster_2Door_4.png",0,4,2,0,NA,NA
"2007_Buick_LaCrosse_CX_sedan_4Door_1.png",0,5,3,1,NA,NA
"2007_Buick_LaCrosse_CX_sedan_4Door_2.png",0,5,3,1,NA,NA
"2007_Buick_LaCrosse_CX_sedan_4Door_3.png",0,5,3,1,NA,NA
"2007_Buick_LaCrosse_CX_sedan_4Door_4.png",0,5,3,1,NA,NA
"2007_Buick_LaCrosse_CXS_sedan_4Door_1.png",0,5,3,1,NA,NA
"2007_Buick_LaCrosse_CXS_sedan_4Door_2.png",0,5,3,1,NA,NA
"2007_Buick_LaCrosse_CXS_sedan_4Door_3.png",0,5,3,1,NA,NA
"2007_Buick_LaCrosse_CXS_sedan_4Door_4.png",0,5,3,1,NA,NA
"2007_Buick_Lucerne_CXS_sedan_4Door_1.png",0,5,3,1,NA,NA
"2007_Buick_Lucerne_CXS_sedan_4Door_2.png",0,5,3,1,NA,NA
"2007_Buick_Lucerne_CXS_sedan_4Door_3.png",0,5,3,1,NA,NA
"2007_Buick_Lucerne_CXS_sedan_4Door_4.png",0,5,3,1,NA,NA
"2007_Buick_Rainier_CXL_SUV_4Door_1.png",0,6,3,1,NA,NA
"2007_Buick_Rainier_CXL_SUV_4Door_2.png",0,6,3,1,NA,NA
"2007_Buick_Rainier_CXL_SUV_4Door_3.png",0,6,3,1,NA,NA
"2007_Buick_Rainier_CXL_SUV_4Door_4.png",0,6,3,1,NA,NA
"2007_Buick_Rendezvous_CXL_CUV_4Door_1.png",0,2,3,1,NA,NA
"2007_Buick_Rendezvous_CXL_CUV_4Door_2.png",0,2,3,1,NA,NA
"2007_Buick_Rendezvous_CXL_CUV_4Door_3.png",0,2,3,1,NA,NA
"2007_Buick_Rendezvous_CXL_CUV_4Door_4.png",0,2,3,1,NA,NA
"2007_Cadillac_CTS_3.6_sedan_4Door_1.png",0,5,4,1,NA,NA
"2007_Cadillac_CTS_3.6_sedan_4Door_2.png",0,5,4,1,NA,NA
"2007_Cadillac_CTS_3.6_sedan_4Door_3.png",0,5,4,1,NA,NA
"2007_Cadillac_CTS_3.6_sedan_4Door_4.png",0,5,4,1,NA,NA
"2007_Cadillac_CTS_V_sedan_4Door_1.png",0,5,4,1,NA,NA
"2007_Cadillac_CTS_V_sedan_4Door_2.png",0,5,4,1,NA,NA
"2007_Cadillac_CTS_V_sedan_4Door_3.png",0,5,4,1,NA,NA
"2007_Cadillac_CTS_V_sedan_4Door_4.png",0,5,4,1,NA,NA
"2007_Cadillac_DTS_Luxury_sedan_4Door_1.png",0,5,4,1,NA,NA
"2007_Cadillac_DTS_Luxury_sedan_4Door_2.png",0,5,4,1,NA,NA
"2007_Cadillac_DTS_Luxury_sedan_4Door_3.png",0,5,4,1,NA,NA
"2007_Cadillac_DTS_Luxury_sedan_4Door_4.png",0,5,4,1,NA,NA
"2007_Cadillac_Escalade_nan_SUV_4Door_1.png",0,6,4,1,NA,NA
"2007_Cadillac_Escalade_nan_SUV_4Door_2.png",0,6,4,1,NA,NA
"2007_Cadillac_Escalade_nan_SUV_4Door_3.png",0,6,4,1,NA,NA
"2007_Cadillac_Escalade_nan_SUV_4Door_4.png",0,6,4,1,NA,NA
"2007_Cadillac_EscaladeESV_nan_SUV_4Door_1.png",0,6,4,1,NA,NA
"2007_Cadillac_EscaladeESV_nan_SUV_4Door_2.png",0,6,4,1,NA,NA
"2007_Cadillac_EscaladeESV_nan_SUV_4Door_3.png",0,6,4,1,NA,NA
"2007_Cadillac_EscaladeESV_nan_SUV_4Door_4.png",0,6,4,1,NA,NA
"2007_Cadillac_SRXCrossover_V8_CUV_4Door_1.png",0,2,4,1,NA,NA
"2007_Cadillac_SRXCrossover_V8_CUV_4Door_2.png",0,2,4,1,NA,NA
"2007_Cadillac_SRXCrossover_V8_CUV_4Door_3.png",0,2,4,1,NA,NA
"2007_Cadillac_SRXCrossover_V8_CUV_4Door_4.png",0,2,4,1,NA,NA
"2007_Cadillac_STS_V_sedan_4Door_1.png",0,5,4,1,NA,NA
"2007_Cadillac_STS_V_sedan_4Door_2.png",0,5,4,1,NA,NA
"2007_Cadillac_STS_V_sedan_4Door_3.png",0,5,4,1,NA,NA
"2007_Cadillac_STS_V6_sedan_4Door_1.png",0,5,4,1,NA,NA
"2007_Cadillac_STS_V6_sedan_4Door_2.png",0,5,4,1,NA,NA
"2007_Cadillac_STS_V6_sedan_4Door_3.png",0,5,4,1,NA,NA
"2007_Cadillac_STS_V6_sedan_4Door_4.png",0,5,4,1,NA,NA
"2007_Cadillac_XLR_PassionRedEdition_roadster_2Door_1.png",0,4,4,0,NA,NA
"2007_Cadillac_XLR_PassionRedEdition_roadster_2Door_2.png",0,4,4,0,NA,NA
"2007_Cadillac_XLR_PassionRedEdition_roadster_2Door_3.png",0,4,4,0,NA,NA
"2007_Cadillac_XLR_PassionRedEdition_roadster_2Door_4.png",0,4,4,0,NA,NA
"2007_Cadillac_XLR_V_roadster_2Door_1.png",0,4,4,0,NA,NA
"2007_Cadillac_XLR_V_roadster_2Door_2.png",0,4,4,0,NA,NA
"2007_Cadillac_XLR_V_roadster_2Door_3.png",0,4,4,0,NA,NA
"2007_Chevrolet_Aveo_LT_sedan_4Door_1.png",0,5,5,1,NA,NA
"2007_Chevrolet_Aveo_LT_sedan_4Door_2.png",0,5,5,1,NA,NA
"2007_Chevrolet_Aveo_LT_sedan_4Door_3.png",0,5,5,1,NA,NA
"2007_Chevrolet_Aveo_LT_sedan_4Door_4.png",0,5,5,1,NA,NA
"2007_Chevrolet_Aveo5_LS_hatchback_5Door_1.png",0,3,5,1,NA,NA
"2007_Chevrolet_Aveo5_LS_hatchback_5Door_2.png",0,3,5,1,NA,NA
"2007_Chevrolet_Aveo5_LS_hatchback_5Door_3.png",0,3,5,1,NA,NA
"2007_Chevrolet_Aveo5_LS_hatchback_5Door_4.png",0,3,5,1,NA,NA
"2007_Chevrolet_Cobalt_LS_coupe_2Door_1.png",0,1,5,0,NA,NA
"2007_Chevrolet_Cobalt_LS_coupe_2Door_2.png",0,1,5,0,NA,NA
"2007_Chevrolet_Cobalt_LS_coupe_2Door_3.png",0,1,5,0,NA,NA
"2007_Chevrolet_Cobalt_LS_coupe_2Door_4.png",0,1,5,0,NA,NA
"2007_Chevrolet_Cobalt_LS_sedan_4Door_1.png",0,5,5,1,NA,NA
"2007_Chevrolet_Cobalt_LS_sedan_4Door_2.png",0,5,5,1,NA,NA
"2007_Chevrolet_Cobalt_LS_sedan_4Door_3.png",0,5,5,1,NA,NA
"2007_Chevrolet_Cobalt_LS_sedan_4Door_4.png",0,5,5,1,NA,NA
"2007_Chevrolet_Cobalt_SS_coupe_2Door_1.png",0,1,5,0,NA,NA
"2007_Chevrolet_Cobalt_SS_coupe_2Door_2.png",0,1,5,0,NA,NA
"2007_Chevrolet_Cobalt_SS_coupe_2Door_3.png",0,1,5,0,NA,NA
"2007_Chevrolet_Cobalt_SS_coupe_2Door_4.png",0,1,5,0,NA,NA
"2007_Chevrolet_Cobalt_SS_sedan_4Door_1.png",0,5,5,1,NA,NA
"2007_Chevrolet_Cobalt_SS_sedan_4Door_2.png",0,5,5,1,NA,NA
"2007_Chevrolet_Cobalt_SS_sedan_4Door_3.png",0,5,5,1,NA,NA
"2007_Chevrolet_Cobalt_SS_sedan_4Door_4.png",0,5,5,1,NA,NA
"2007_Chevrolet_Cobalt_SSSupercharged_coupe_2Door_1.png",0,1,5,0,NA,NA
"2007_Chevrolet_Cobalt_SSSupercharged_coupe_2Door_2.png",0,1,5,0,NA,NA
"2007_Chevrolet_Cobalt_SSSupercharged_coupe_2Door_3.png",0,1,5,0,NA,NA
"2007_Chevrolet_Cobalt_SSSupercharged_coupe_2Door_4.png",0,1,5,0,NA,NA
"2007_Chevrolet_Corvette_LT_coupe_2Door_1.png",0,1,5,0,NA,NA
"2007_Chevrolet_Corvette_LT_coupe_2Door_2.png",0,1,5,0,NA,NA
